Year,Month,Day,Hour,Hs (m),v10 (m/s)
2010,1,7,0,1.410981059,4.94163149
2010,1,7,6,1.294451893,2.771149032
2010,1,7,12,1.242143245,3.407880619
2010,1,7,18,1.394149068,4.910106158
2010,1,8,0,1.564540604,4.975300988
2010,1,8,6,1.534243021,2.818906174
2010,1,8,12,1.478050068,2.531859131
2010,1,8,18,1.398033374,0.975843247
2010,1,9,0,1.290308634,2.745042474
2010,1,9,6,1.155911662,3.126105723
2010,1,9,12,1.049740644,3.346667978
2010,1,9,18,1.244732782,6.531471837
2010,1,10,0,1.276325134,5.179334568
2010,1,10,6,1.486336586,6.977536146
2010,1,10,12,1.856381427,9.903062436
2010,1,10,18,2.280288637,11.30025639
2010,1,11,0,2.728537496,12.32614211
2010,1,11,6,2.49237172,11.75674959
2010,1,11,12,2.474503914,13.70605127
2010,1,11,18,2.233159064,12.05584306
2010,1,12,0,2.078563703,12.20371773
2010,1,12,6,2.715589811,15.55607431
2010,1,12,12,4.3270587,18.18375896
2010,1,12,18,4.283036571,15.83231199
2010,1,13,0,4.288215645,15.55266416
2010,1,13,6,3.502809066,13.87134905
2010,1,13,12,3.467073455,13.45728412
2010,1,13,18,3.115155373,11.60541169
2010,1,14,0,2.816322801,10.47478348
2010,1,14,6,2.493148581,7.583041481
2010,1,14,12,2.456636109,8.268543707
2010,1,14,18,2.312139943,8.47204716
2010,1,15,0,2.934664643,13.83017623
2010,1,15,6,3.582566806,17.86978822
2010,1,15,12,2.698239913,8.476214368
2010,1,15,18,3.024262624,14.08424471
2010,1,16,0,4.262579228,18.95104703
2010,1,16,6,4.060854294,20.53867418
2010,1,16,12,4.019939609,11.04888398
2010,1,16,18,3.989642026,10.17866883
2010,1,17,0,4.195251266,13.55333791
2010,1,17,6,3.91506336,8.94022886
2010,1,17,12,3.896677647,11.01668438
2010,1,17,18,3.840484693,11.88435759
2010,1,18,0,3.561332602,9.618790419
2010,1,18,6,3.052747531,6.811325609
2010,1,18,12,2.655771506,4.298364791
2010,1,18,18,2.442134701,4.322959894
2010,1,19,0,2.388790239,6.661845781
2010,1,19,6,2.288575156,8.763000089
2010,1,19,12,2.569798876,12.31161966
2010,1,19,18,3.059480327,14.37056909
2010,1,20,0,3.575057149,16.5795269
2010,1,20,6,3.388869437,13.8082147
2010,1,20,12,2.719992024,13.09384532
2010,1,20,18,2.610713561,8.69985737
2010,1,21,0,2.895044727,10.69422775
2010,1,21,6,3.18766241,14.5248327
2010,1,21,12,3.768495564,19.28567749
2010,1,21,18,4.127923303,15.94008034
2010,1,22,0,3.53388351,10.07428196
2010,1,22,6,2.984901661,10.70616549
2010,1,22,12,2.746923209,6.418463787
2010,1,22,18,2.645931265,4.603454857
2010,1,23,0,2.528625238,2.452585434
2010,1,23,6,2.421159451,5.798254303
2010,1,23,12,2.326382396,3.351528947
2010,1,23,18,2.530955821,5.312941505
2010,1,24,0,2.352018813,3.333587201
2010,1,24,6,2.23290011,3.511242871
2010,1,24,12,2.341660665,1.704529947
2010,1,24,18,2.530955821,2.9276885
2010,1,25,0,2.734234477,4.117959753
2010,1,25,6,2.561771312,6.13887923
2010,1,25,12,2.482272525,8.391259252
2010,1,25,18,2.477870312,8.064075733
2010,1,26,0,2.672344543,8.97374496
2010,1,26,6,2.782917773,8.49656671
2010,1,26,12,2.919127421,8.721743829
2010,1,26,18,2.887794023,8.635646664
2010,1,27,0,2.876917967,9.890429898
2010,1,27,6,3.193877299,11.71591177
2010,1,27,12,3.261205262,10.7631025
2010,1,27,18,3.303155761,11.04953155
2010,1,28,0,3.261205262,11.64059673
2010,1,28,6,3.25343665,11.30772056
2010,1,28,12,2.891678328,11.39221856
2010,1,28,18,2.774631255,8.881685002
2010,1,29,0,2.648779756,10.45559239
2010,1,29,6,3.154516336,12.61385591
2010,1,29,12,3.6625835,12.74222874
2010,1,29,18,3.717999592,13.6019957
2010,1,30,0,3.396638048,10.02392896
2010,1,30,6,2.678300478,7.72523245
2010,1,30,12,2.255946989,6.747467234
2010,1,30,18,2.356162072,8.17915517
2010,1,31,0,2.412872933,9.307696967
2010,1,31,6,2.450939127,10.66728486
2010,1,31,12,2.58611296,10.1200967
2010,1,31,18,2.812697449,12.28610522
2010,2,1,0,2.699534681,9.239665104
2010,2,1,6,2.159616212,7.175240812
2010,2,1,12,1.697901761,5.162461835
2010,2,1,18,1.701268159,7.570235087
2010,2,2,0,1.645075206,12.86784648
2010,2,2,6,1.393890115,5.173923821
2010,2,2,12,1.479085883,6.478221457
2010,2,2,18,1.557289901,7.569452401
2010,2,3,0,1.511973003,3.998334711
2010,2,3,6,1.449306207,2.702699742
2010,2,3,12,1.924745204,9.259917046
2010,2,3,18,2.484344155,11.32978461
2010,2,4,0,3.033843911,10.96762347
2010,2,4,6,2.958488384,7.747075495
2010,2,4,12,2.9142073,9.510911596
2010,2,4,18,2.995000856,12.009609
2010,2,5,0,3.012868661,14.30973718
2010,2,5,6,2.633242534,10.52678304
2010,2,5,12,2.521892442,8.156047055
2010,2,5,18,2.531991636,3.072796147
2010,2,6,0,2.738895644,3.436160508
2010,2,6,6,2.40147897,4.999283251
2010,2,6,12,2.145632712,5.42244278
2010,2,6,18,1.808474992,2.930450033
2010,2,7,0,1.577488289,5.436130362
2010,2,7,6,1.50757079,5.508945065
2010,2,7,12,1.818315233,7.672697531
2010,2,7,18,2.129318629,6.645658791
2010,2,8,0,2.378432091,7.649737078
2010,2,8,6,2.316024248,6.403968448
2010,2,8,12,2.378173137,7.017662839
2010,2,8,18,2.028844592,6.428688795
2010,2,9,0,2.148222249,6.781458309
2010,2,9,6,2.141489453,7.706062859
2010,2,9,12,2.3476166,7.435000562
2010,2,9,18,2.149775971,6.246119558
2010,2,10,0,1.937433936,5.825381851
2010,2,10,6,1.758237974,5.230269791
2010,2,10,12,1.504204392,4.543795223
2010,2,10,18,1.236705217,0.098480616
2010,2,11,0,1.256385699,1.956654299
2010,2,11,6,1.42366979,5.477890758
2010,2,11,12,1.731306789,4.542532982
2010,2,11,18,1.73700377,5.677766569
2010,2,12,0,1.706188279,5.308539889
2010,2,12,6,1.605973197,5.501956998
2010,2,12,12,1.468986688,5.473599827
2010,2,12,18,1.41175792,5.324886063
2010,2,13,0,1.313096559,3.883564793
2010,2,13,6,1.189057736,2.874300221
2010,2,13,12,1.209515079,3.403243263
2010,2,13,18,1.185173431,4.276810019
2010,2,14,0,1.135195366,4.828317456
2010,2,14,6,1.174038421,5.769178177
2010,2,14,12,1.119917098,4.900669829
2010,2,14,18,1.205630773,5.945476269
2010,2,15,0,1.388193133,6.596207868
2010,2,15,6,1.884866334,9.41057968
2010,2,15,12,2.456636109,7.595317986
2010,2,15,18,2.770746949,6.666610235
2010,2,16,0,2.687363857,6.20897928
2010,2,16,6,2.60501658,0.086021493
2010,2,16,12,2.483826247,2.732024166
2010,2,16,18,2.278217008,7.355995478
2010,2,17,0,2.018745398,6.532621232
2010,2,17,6,1.801224288,5.304388618
2010,2,17,12,1.872177603,5.111913116
2010,2,17,18,1.78594602,5.596657952
2010,2,18,0,1.782320668,2.977347565
2010,2,18,6,1.754094714,4.196132291
2010,2,18,12,1.713438983,1.817789016
2010,2,18,18,1.637824502,6.880821355
2010,2,19,0,1.751764131,5.662868526
2010,2,19,6,1.741664937,5.890671437
2010,2,19,12,1.762640187,5.194935496
2010,2,19,18,1.64326253,4.005533284
2010,2,20,0,1.506017068,2.18908306
2010,2,20,6,1.416936994,2.432575809
2010,2,20,12,1.469245642,3.448639993
2010,2,20,18,1.474424716,3.821793355
2010,2,21,0,1.381978244,3.9545746
2010,2,21,6,1.35996718,4.970861754
2010,2,21,12,1.582667363,3.341014614
2010,2,21,18,1.55936153,3.501305004
2010,2,22,0,1.317757726,2.569716279
2010,2,22,6,1.237999986,2.678498524
2010,2,22,12,1.208997171,5.144505546
2010,2,22,18,1.328374828,2.882514355
2010,2,23,0,1.197862162,3.952056701
2010,2,23,6,1.144517699,4.256938803
2010,2,23,12,1.421080253,6.48224539
2010,2,23,18,1.559102577,8.701320523
2010,2,24,0,2.07830475,10.0397598
2010,2,24,6,2.391638729,11.66859116
2010,2,24,12,2.603203904,13.90895262
2010,2,24,18,2.699534681,13.75461269
2010,2,25,0,2.401220016,13.89280655
2010,2,25,6,2.575236904,14.73187127
2010,2,25,12,3.055596022,17.5340558
2010,2,25,18,4.194992312,18.0012045
2010,2,26,0,3.842038416,18.80468726
2010,2,26,6,3.822357934,19.78298538
2010,2,26,12,3.498406853,17.34284911
2010,2,26,18,2.78550731,12.809675
2010,2,27,0,2.444983192,13.42600976
2010,2,27,6,2.52111558,14.46712149
2010,2,27,12,2.292977369,11.59467044
2010,2,27,18,1.908172167,9.357240165
2010,2,28,0,1.737262724,9.836876527
2010,2,28,6,1.512231956,7.997743262
2010,2,28,12,1.263118495,8.287287941
2010,2,28,18,0.988368617,5.359953553
2010,3,1,0,0.983189543,3.503719387
2010,3,1,6,0.98862757,3.420377833
2010,3,1,12,1.029542255,2.103490388
2010,3,1,18,1.061652515,3.779165122
2010,3,2,0,0.892555747,4.804331799
2010,3,2,6,0.955999404,3.021531346
2010,3,2,12,0.916120534,5.115031146
2010,3,2,18,1.263636402,7.889243861
2010,3,3,0,1.49358729,9.015801784
2010,3,3,6,1.617626113,8.452160472
2010,3,3,12,1.637047641,7.766790838
2010,3,3,18,1.260787912,4.360509769
2010,3,4,0,1.065018913,3.803378165
2010,3,4,6,1.157206431,1.808178349
2010,3,4,12,1.382496152,2.239230316
2010,3,4,18,1.696348039,3.772887822
2010,3,5,0,2.015120046,4.32197908
2010,3,5,6,1.852497121,6.334889003
2010,3,5,12,1.959186047,7.741991902
2010,3,5,18,1.804590686,6.289315137
2010,3,6,0,1.846023279,6.842951119
2010,3,6,6,1.698419668,5.24431691
2010,3,6,12,1.530876623,2.887628423
2010,3,6,18,1.342099374,1.72346866
2010,3,7,0,1.204336004,1.904767365
2010,3,7,6,1.13830281,4.228297287
2010,3,7,12,1.428072003,7.048803481
2010,3,7,18,1.388969994,5.150599388
2010,3,8,0,1.474942623,4.640191259
2010,3,8,6,1.426518281,4.207196322
2010,3,8,12,1.479862744,3.997423856
2010,3,8,18,1.268815476,3.100194387
2010,3,9,0,1.204853912,3.533299081
2010,3,9,6,1.038346681,3.478863476
2010,3,9,12,1.303515272,4.21008565
2010,3,9,18,1.278655717,3.586686137
2010,3,10,0,1.323454708,2.783662038
2010,3,10,6,1.380942429,2.963518784
2010,3,10,12,1.563763743,4.19670212
2010,3,10,18,1.390005809,3.671063219
2010,3,11,0,1.307658532,3.623087452
2010,3,11,6,1.372396957,7.067257133
2010,3,11,12,1.5852569,8.55398613
2010,3,11,18,1.991814213,9.484268736
2010,3,12,0,2.216068119,9.810289598
2010,3,12,6,2.112486638,8.711539652
2010,3,12,12,1.774552057,6.302958346
2010,3,12,18,1.642226715,7.022822058
2010,3,13,0,1.439465966,5.42770896
2010,3,13,6,1.527510225,7.83109114
2010,3,13,12,1.549780243,8.006564407
2010,3,13,18,1.773775196,9.434069009
2010,3,14,0,1.846282232,10.05228398
2010,3,14,6,1.927334741,9.891480277
2010,3,14,12,1.890045408,9.380308368
2010,3,14,18,1.609339595,6.955609073
2010,3,15,0,1.656728122,9.886339783
2010,3,15,6,1.995180611,10.61614541
2010,3,15,12,1.904287862,9.350837787
2010,3,15,18,1.563763743,4.885547984
2010,3,16,0,1.319829356,3.689828927
2010,3,16,6,1.304292134,5.488136936
2010,3,16,12,1.567389095,7.289753852
2010,3,16,18,1.692463733,8.046507984
2010,3,17,0,2.264492462,11.23717265
2010,3,17,6,2.41339084,9.747154083
2010,3,17,12,2.167384823,10.65917469
2010,3,17,18,2.290905739,10.52392647
2010,3,18,0,2.439286211,11.01449418
2010,3,18,6,2.428410155,11.65857551
2010,3,18,12,2.794052783,13.34969714
2010,3,18,18,3.154257382,14.39246457
2010,3,19,0,4.801202929,17.34607883
2010,3,19,6,5.483804888,17.37183095
2010,3,19,12,4.874486827,13.78348742
2010,3,19,18,3.72136599,8.042367712
2010,3,20,0,2.984901661,4.058641576
2010,3,20,6,2.664575932,5.666734506
2010,3,20,12,2.533027451,5.314351931
2010,3,20,18,2.181886231,4.183247843
2010,3,21,0,2.237043369,3.27115793
2010,3,21,6,1.884866334,6.895232316
2010,3,21,12,1.862078408,8.504882745
2010,3,21,18,2.08115324,5.243887308
2010,3,22,0,2.544939321,11.51424587
2010,3,22,6,3.046532642,14.65651657
2010,3,22,12,2.848950968,11.91236623
2010,3,22,18,2.907215551,9.600126145
2010,3,23,0,2.806741514,9.799925703
2010,3,23,6,3.110235253,11.08734055
2010,3,23,12,3.287100632,13.3114419
2010,3,23,18,2.810107912,7.523256159
2010,3,24,0,2.728019589,7.530078582
2010,3,24,6,2.531473729,9.116000732
2010,3,24,12,2.295048998,10.36611411
2010,3,24,18,2.203120434,6.485617548
2010,3,25,0,2.130872351,2.341667809
2010,3,25,6,2.034541574,5.234783755
2010,3,25,12,2.178519832,7.598749218
2010,3,25,18,1.887973778,7.024008268
2010,3,26,0,1.597427725,4.39932288
2010,3,26,6,1.243955921,4.409930744
2010,3,26,12,1.546413845,7.099570293
2010,3,26,18,1.81184139,9.906478928
2010,3,27,0,1.879946214,9.450891593
2010,3,27,6,1.995180611,9.117744567
2010,3,27,12,2.383611165,9.310278861
2010,3,27,18,2.352795674,9.086888297
2010,3,28,0,2.466735303,10.39687091
2010,3,28,6,2.7497717,11.08233207
2010,3,28,12,2.422713174,7.328509393
2010,3,28,18,2.040497509,7.816934694
2010,3,29,0,1.981715019,8.274671714
2010,3,29,6,1.777659501,7.08119597
2010,3,29,12,1.863114223,7.713161898
2010,3,29,18,1.697901761,8.404556199
2010,3,30,0,2.25879548,11.54864415
2010,3,30,6,2.859309116,13.74126265
2010,3,30,12,3.310665419,18.50719229
2010,3,30,18,4.054121498,17.19021547
2010,3,31,0,3.909625332,15.39790311
2010,3,31,6,3.398709677,12.64545535
2010,3,31,12,2.92534231,16.63266793
2010,3,31,18,3.023226809,12.21550853
2010,4,1,0,2.904884967,12.15687043
2010,4,1,6,2.44135784,9.856929524
2010,4,1,12,1.948568945,6.476795137
2010,4,1,18,1.654915446,3.050201332
2010,4,2,0,1.321383078,2.538689867
2010,4,2,6,1.403471402,4.283320286
2010,4,2,12,1.936139167,6.130626951
2010,4,2,18,1.802001149,5.416680973
2010,4,3,0,1.851461306,6.860237983
2010,4,3,6,1.693758502,6.138564677
2010,4,3,12,1.652325909,7.5352236
2010,4,3,18,1.750210409,7.74094104
2010,4,4,0,1.909984843,9.631690757
2010,4,4,6,1.730270974,6.873390603
2010,4,4,12,1.330446457,2.87712573
2010,4,4,18,1.480121697,9.479162856
2010,4,5,0,2.981794217,16.8113579
2010,4,5,6,3.412693177,13.04186897
2010,4,5,12,3.821581073,14.7657628
2010,4,5,18,4.358133144,16.55903039
2010,4,6,0,4.147085877,13.95458881
2010,4,6,6,3.287100632,9.812024518
2010,4,6,12,2.789909523,6.090398499
2010,4,6,18,2.604239719,5.59724466
2010,4,7,0,2.644118589,6.53496993
2010,4,7,6,2.576013765,4.934571436
2010,4,7,12,2.562548173,7.119899893
2010,4,7,18,2.654994645,9.422154297
2010,4,8,0,2.687881765,9.457187351
2010,4,8,6,2.497809747,7.304341743
2010,4,8,12,2.419605729,7.254955425
2010,4,8,18,2.251544776,5.75662507
2010,4,9,0,2.285467711,5.372088711
2010,4,9,6,1.764452862,3.832377119
2010,4,9,12,1.560915252,6.423336546
2010,4,9,18,1.517411031,5.081255973
2010,4,10,0,1.583185271,7.02875138
2010,4,10,6,1.720430733,6.845621839
2010,4,10,12,1.595097141,6.614077303
2010,4,10,18,1.444127133,4.108442731
2010,4,11,0,1.439207012,3.945487257
2010,4,11,6,1.428589911,2.730952932
2010,4,11,12,1.412275827,1.933228725
2010,4,11,18,1.389487902,3.153661159
2010,4,12,0,1.614259715,2.993819888
2010,4,12,6,1.418490716,2.208593132
2010,4,12,12,1.310765976,4.906843101
2010,4,12,18,1.400363957,6.927442911
2010,4,13,0,1.407355707,6.109857483
2010,4,13,6,1.391818485,3.71376068
2010,4,13,12,1.278914671,3.188946674
2010,4,13,18,1.236964171,3.755757811
2010,4,14,0,1.157465384,4.099379969
2010,4,14,6,1.069680079,1.748059831
2010,4,14,12,0.997949904,0.735095075
2010,4,14,18,0.978010469,5.090596937
2010,4,15,0,1.110594764,6.185715283
2010,4,15,6,1.058286116,6.007522155
2010,4,15,12,1.094021727,6.435544523
2010,4,15,18,1.156947477,6.85871228
2010,4,16,0,1.316721911,4.90205196
2010,4,16,6,1.265966986,2.137609589
2010,4,16,12,1.19423681,4.386678661
2010,4,16,18,1.335884485,6.665330662
2010,4,17,0,1.525697549,9.095156274
2010,4,17,6,1.795009399,8.400294625
2010,4,17,12,2.053963102,9.911434019
2010,4,17,18,1.987929908,6.950508163
2010,4,18,0,1.844987464,4.867143652
2010,4,18,6,1.639896132,5.230624549
2010,4,18,12,1.606750058,6.584622515
2010,4,18,18,1.509901373,6.117527182
2010,4,19,0,1.550298151,4.987469831
2010,4,19,6,1.256644652,4.335264512
2010,4,19,12,1.216506828,7.3733942
2010,4,19,18,1.836959899,12.38125774
2010,4,20,0,2.87147994,13.58294153
2010,4,20,6,3.171089373,12.27899395
2010,4,20,12,2.614856821,9.32332234
2010,4,20,18,2.14899911,8.839120203
2010,4,21,0,1.967990472,8.179950442
2010,4,21,6,1.846282232,7.033019051
2010,4,21,12,1.475978438,3.118141222
2010,4,21,18,1.242402199,2.586503077
2010,4,22,0,1.02073783,5.748476602
2010,4,22,6,0.984484311,5.460764528
2010,4,22,12,1.002352117,4.18222179
2010,4,22,18,0.964026969,2.643880757
2010,4,23,0,0.966616506,2.420483105
2010,4,23,6,0.926478682,3.864047967
2010,4,23,12,0.988886524,5.181185564
2010,4,23,18,1.045338431,6.16242893
2010,4,24,0,1.062170422,6.749094079
2010,4,24,6,1.074859153,6.09392406
2010,4,24,12,1.099718709,7.529582789
2010,4,24,18,1.078225551,7.349368211
2010,4,25,0,1.230490328,8.100200742
2010,4,25,6,1.26001105,8.750592565
2010,4,25,12,1.109558949,6.41722002
2010,4,25,18,1.352457522,7.730469164
2010,4,26,0,1.476496346,8.734306352
2010,4,26,6,1.537609419,7.169840338
2010,4,26,12,1.40269454,5.710716056
2010,4,26,18,1.353234383,3.637995227
2010,4,27,0,1.317239819,5.55142027
2010,4,27,6,1.39078267,6.862131178
2010,4,27,12,1.724056085,10.95951441
2010,4,27,18,2.121550018,10.39497849
2010,4,28,0,2.451974942,9.436904898
2010,4,28,6,2.596212154,12.60598478
2010,4,28,12,2.392674544,10.13835594
2010,4,28,18,2.225131499,10.5789464
2010,4,29,0,2.194057055,9.370824494
2010,4,29,6,2.035059481,8.15554062
2010,4,29,12,1.783097529,5.716344064
2010,4,29,18,1.654397539,4.382063955
2010,4,30,0,1.741405983,3.974221885
2010,4,30,6,1.662943011,3.852099284
2010,4,30,12,1.560656299,3.574012025
2010,4,30,18,1.52440278,4.514865568
2010,5,1,0,1.513526725,1.853440286
2010,5,1,6,1.399069189,4.615373906
2010,5,1,12,1.647405789,6.566001518
2010,5,1,18,1.515857308,6.977276336
2010,5,2,0,1.476755299,5.578118833
2010,5,2,6,1.309730161,6.663290745
2010,5,2,12,1.245509643,4.886331415
2010,5,2,18,1.424705605,7.955351466
2010,5,3,0,1.583444225,8.044507238
2010,5,3,6,1.6272074,9.622874914
2010,5,3,12,1.618402974,7.617557148
2010,5,3,18,1.446198762,6.575160834
2010,5,4,0,1.24110743,5.477552657
2010,5,4,6,1.362556717,8.121735956
2010,5,4,12,1.408909429,8.157931306
2010,5,4,18,1.450083068,8.992641595
2010,5,5,0,1.557030947,7.691913956
2010,5,5,6,1.412275827,5.845610259
2010,5,5,12,1.227641838,5.367556178
2010,5,5,18,1.258716282,5.862171436
2010,5,6,0,1.389746855,7.307973382
2010,5,6,6,1.440501781,8.176161432
2010,5,6,12,1.479085883,8.028976078
2010,5,6,18,1.478309021,9.315862263
2010,5,7,0,1.603901567,8.635624323
2010,5,7,6,1.318793541,6.62975033
2010,5,7,12,1.064759959,4.901731097
2010,5,7,18,0.904985525,3.959888323
2010,5,8,0,0.817977081,4.431247641
2010,5,8,6,0.798296599,1.530194409
2010,5,8,12,0.870544682,4.877869881
2010,5,8,18,1.026175857,5.638540788
2010,5,9,0,1.012969218,5.646357981
2010,5,9,6,0.997173043,6.300277873
2010,5,9,12,1.174556329,7.39818553
2010,5,9,18,1.626171585,10.06625888
2010,5,10,0,1.780766946,9.13232004
2010,5,10,6,1.704893511,8.010248677
2010,5,10,12,1.680810817,7.963031095
2010,5,10,18,1.95452488,9.920387691
2010,5,11,0,1.581113641,8.029597786
2010,5,11,6,1.383273013,4.848064717
2010,5,11,12,1.142963977,5.700074122
2010,5,11,18,1.374209633,8.137364217
2010,5,12,0,1.511714049,6.730634002
2010,5,12,6,1.425223512,5.980470347
2010,5,12,12,1.245509643,1.659504846
2010,5,12,18,1.14529456,4.864799948
2010,5,13,0,1.371361142,9.540725536
2010,5,13,6,1.836700945,11.68090857
2010,5,13,12,1.851461306,8.686228038
2010,5,13,18,1.934326491,5.71950083
2010,5,14,0,2.333892054,3.426402689
2010,5,14,6,2.290646785,3.93896948
2010,5,14,12,2.496256025,6.293595612
2010,5,14,18,2.413908748,7.292647598
2010,5,15,0,2.35253672,7.577818722
2010,5,15,6,2.51127534,7.57320428
2010,5,15,12,2.787061033,10.31850452
2010,5,15,18,2.739154598,7.64788778
2010,5,16,0,2.675969894,5.232147004
2010,5,16,6,2.217362888,5.168156547
2010,5,16,12,2.0013955,6.055921735
2010,5,16,18,1.826083844,5.313923628
2010,5,17,0,1.60830378,4.696503142
2010,5,17,6,1.454226327,3.49562787
2010,5,17,12,1.264931171,3.93350514
2010,5,17,18,1.176110051,2.286599463
2010,5,18,0,1.214176245,4.807719566
2010,5,18,6,1.311542837,6.337474527
2010,5,18,12,1.497989503,8.042808758
2010,5,18,18,1.605455289,9.019763191
2010,5,19,0,1.625135771,8.454902657
2010,5,19,6,1.450342022,4.479985237
2010,5,19,12,1.404507216,3.855371214
2010,5,19,18,1.433251077,2.388480628
2010,5,20,0,1.523366966,3.460710361
2010,5,20,6,1.435840614,5.203165241
2010,5,20,12,1.405801985,5.30044523
2010,5,20,18,1.335884485,3.617345585
2010,5,21,0,1.354529152,4.415706878
2010,5,21,6,1.361002994,3.28759685
2010,5,21,12,1.377576031,4.009812679
2010,5,21,18,1.56143316,0.49181138
2010,5,22,0,1.620474604,2.945875699
2010,5,22,6,1.465361336,2.421058573
2010,5,22,12,1.344429957,2.146062084
2010,5,22,18,1.251465578,1.864889809
2010,5,23,0,1.171966792,1.401081059
2010,5,23,6,1.00960282,1.144646229
2010,5,23,12,0.808395794,2.887471888
2010,5,23,18,0.935283108,5.675291542
2010,5,24,0,0.822897201,5.290783128
2010,5,24,6,0.893073654,6.952445738
2010,5,24,12,0.907834015,7.223799505
2010,5,24,18,1.206407634,9.320950163
2010,5,25,0,1.490479845,7.55785369
2010,5,25,6,1.278396763,5.796460058
2010,5,25,12,1.206666588,5.473977549
2010,5,25,18,1.263118495,6.646782703
2010,5,26,0,1.378611846,7.703232093
2010,5,26,6,1.478050068,7.276362866
2010,5,26,12,1.362297763,6.609936742
2010,5,26,18,1.708777816,7.628622992
2010,5,27,0,1.78594602,6.753964709
2010,5,27,6,1.998805963,6.957869897
2010,5,27,12,2.01330737,6.902922081
2010,5,27,18,1.936398121,6.300472333
2010,5,28,0,1.876320862,6.133844331
2010,5,28,6,1.695312224,6.319909315
2010,5,28,12,1.539681049,6.300907791
2010,5,28,18,1.518705799,6.898045149
2010,5,29,0,1.402176633,3.911758506
2010,5,29,6,1.180771218,1.360849782
2010,5,29,12,0.955481497,1.75462377
2010,5,29,18,0.855525368,5.263627604
2010,5,30,0,0.936059969,7.606123348
2010,5,30,6,1.344171004,8.074690853
2010,5,30,12,1.427554096,6.771357889
2010,5,30,18,1.247840226,3.225786482
2010,5,31,0,1.195531579,3.150165802
2010,5,31,6,1.045597385,5.980687507
2010,5,31,12,1.363851485,7.600888116
2010,5,31,18,1.426259327,8.883560352
2010,6,1,0,1.958409185,9.987724286
2010,6,1,6,2.195351823,6.743865357
2010,6,1,12,2.259313387,5.186281869
2010,6,1,18,2.266823045,5.243632264
2010,6,2,0,2.440839933,7.586805368
2010,6,2,6,2.494443349,7.921950878
2010,6,2,12,2.618223219,7.299271315
2010,6,2,18,2.379985813,3.212492608
2010,6,3,0,2.12802386,2.482673804
2010,6,3,6,1.843951649,5.284890445
2010,6,3,12,1.497471595,6.338255973
2010,6,3,18,1.261823726,5.773187985
2010,6,4,0,1.282022115,7.767831223
2010,6,4,6,1.165751903,7.587830429
2010,6,4,12,1.163939227,6.957564316
2010,6,4,18,1.395961744,3.714509353
2010,6,5,0,1.218578458,2.527755903
2010,6,5,6,1.134418505,1.572752623
2010,6,5,12,1.191388319,2.726361647
2010,6,5,18,1.181548079,3.465715926
2010,6,6,0,1.24317906,3.463763174
2010,6,6,6,1.272440828,3.001184428
2010,6,6,12,1.426000374,4.929814124
2010,6,6,18,1.471576225,5.493148364
2010,6,7,0,1.360485087,3.655147772
2010,6,7,6,1.22919556,2.822716314
2010,6,7,12,1.025916904,2.952848122
2010,6,7,18,0.925960775,4.924162318
2010,6,8,0,0.807359979,4.956573484
2010,6,8,6,0.938131599,5.600243912
2010,6,8,12,1.004423746,4.95224224
2010,6,8,18,1.252242439,7.221645226
2010,6,9,0,1.123542449,5.07015963
2010,6,9,6,1.108782088,7.08714481
2010,6,9,12,1.564022697,9.024562819
2010,6,9,18,1.277360949,7.33152353
2010,6,10,0,1.117586514,7.047281284
2010,6,10,6,0.944087534,4.016666448
2010,6,10,12,0.787938451,3.786460223
2010,6,10,18,0.747541674,4.006289353
2010,6,11,0,0.723717933,5.368635408
2010,6,11,6,0.964285922,5.388957516
2010,6,11,12,1.35297543,8.678714559
2010,6,11,18,1.833852455,9.735163819
2010,6,12,0,2.028326685,10.27524926
2010,6,12,6,1.805108594,7.59370306
2010,6,12,12,1.622028326,5.743038398
2010,6,12,18,1.463030753,4.584910777
2010,6,13,0,1.34391205,5.619680816
2010,6,13,6,1.39570279,7.152656638
2010,6,13,12,1.420044438,5.72991462
2010,6,13,18,1.75797902,7.663625213
2010,6,14,0,1.963847213,5.747083986
2010,6,14,6,2.030657268,4.462200996
2010,6,14,12,2.028844592,3.941011829
2010,6,14,18,2.118701527,4.693947511
2010,6,15,0,1.887973778,3.508559872
2010,6,15,6,1.529322901,2.658051982
2010,6,15,12,1.268815476,4.116676522
2010,6,15,18,1.189057736,4.540685324
2010,6,16,0,1.201487514,3.802428922
2010,6,16,6,1.154098986,2.431747316
2010,6,16,12,1.093244866,4.478069973
2010,6,16,18,1.226606023,3.79846367
2010,6,17,0,1.423410837,2.877923858
2010,6,17,6,1.551851873,2.743457405
2010,6,17,12,1.674336974,2.381700172
2010,6,17,18,1.704634557,5.489559314
2010,6,18,0,1.628761122,5.426633704
2010,6,18,6,1.504981253,6.673398405
2010,6,18,12,1.308176439,7.067817054
2010,6,18,18,1.499284271,9.996268333
2010,6,19,0,1.724056085,9.155777665
2010,6,19,6,1.605973197,8.490321748
2010,6,19,12,1.726645622,8.622429625
2010,6,19,18,1.936139167,8.879198336
2010,6,20,0,1.812359297,6.7459816
2010,6,20,6,1.657504983,5.998299832
2010,6,20,12,1.729753066,4.517623804
2010,6,20,18,1.684436168,4.905420316
2010,6,21,0,1.596909817,2.63988152
2010,6,21,6,1.414606411,1.610546897
2010,6,21,12,1.266743847,2.192715238
2010,6,21,18,1.085994163,1.944561755
2010,6,22,0,1.036792959,3.145679278
